id,latitude,longitude,name,category
9078062192,41.9940199,21.4332951,Татковина - Копнеж за прогонатите,statue
9078207072,41.9933258,21.4335226,Основачите на Македонската револуционерна организација,statue
9078207073,41.9931516,21.4336429,Првото заседание на АСНОМ,statue
9079063679,41.9936316,21.4340468,Споменик на жената борец,statue
9121296388,41.9933504,21.4338554,Паднати херои за Македонија,statue
9200215821,41.1141534,20.7982760,Нада Филева,memorial
9200216569,42.0043082,21.4185013,Dane kraptzew,memorial
9269907745,41.9918182,21.4296159,Атентат на Киро Глигоров,memorial
10006874002,42.0001506,22.1778987,Јаким Д Стојковски,memorial
10204019571,41.1757975,20.6778798,Нико Нестор-Дживджан,memorial
10204019572,41.1756353,20.6791018,Дрини дент,memorial
10294842358,41.5942721,20.6527486,Georgi Pulevski,statue
10913747003,41.9961595,21.4328538,Denkmal Neєat Agoli,statue
10913747004,41.9961265,21.4309955,Dimitrija-Chupovski-Denkmal,statue
10913797905,41.9962615,21.4327484,Споменик „Димитрија Поп-Георгиев Беровски“,statue
10913797906,41.9964125,21.4328484,Споменик „Солунски атентатори и Гемиџии“,memorial
10913797907,41.9966814,21.4331314,Споменик Пливач,statue
10913797908,41.9975108,21.4335157,Споменик „Ѓорѓија Пулевски“,statue
10913797909,41.9972261,21.4337566,Споменик „Карпош“,statue
10913830732,41.9981848,21.4262452,Споменик „Архиепископ г.г. Доситеј“,statue
10913830733,41.9940198,21.4306972,Споменик „Мајка Тереза“,statue
10913830734,41.9950978,21.4309977,Shoe Cleaner Statue,statue
11107939919,41.8117124,21.1617392,Голема Пеш,archaeological_site
11116151647,41.9944202,21.4278344,Спомен-обележје на Благоја Деспотовски Шовељ,statue
